epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,13996.6,0.16364,0.11856,0.76126,0.97672,0.95511,0.9851,0.85356,0.59198,0.2605,0.84548,0.0013375,0.0013375,0.0013375
177,14075.6,0.16016,0.117,0.76165,0.97742,0.95511,0.98512,0.85365,0.59184,0.26049,0.84549,0.001288,0.001288,0.001288
178,14154,0.15937,0.1155,0.76121,0.97797,0.95501,0.9852,0.85366,0.5921,0.26065,0.84549,0.0012385,0.0012385,0.0012385
179,14232.4,0.15553,0.11369,0.76051,0.97795,0.95545,0.9852,0.8538,0.59175,0.26065,0.84548,0.001189,0.001189,0.001189
180,14310.7,0.15369,0.11185,0.76069,0.97811,0.95577,0.98522,0.85396,0.59195,0.26084,0.84548,0.0011395,0.0011395,0.0011395
181,14389.5,0.15065,0.11027,0.7598,0.97829,0.95507,0.98529,0.85376,0.59227,0.26104,0.84553,0.00109,0.00109,0.00109
182,14468.5,0.14951,0.10969,0.75914,0.97824,0.95512,0.9853,0.85374,0.59231,0.26094,0.84558,0.0010405,0.0010405,0.0010405
183,14547.4,0.14596,0.10781,0.75913,0.9781,0.95512,0.98524,0.85371,0.59202,0.26104,0.84557,0.000991,0.000991,0.000991
184,14625.8,0.14405,0.10642,0.75916,0.97843,0.95522,0.98536,0.85387,0.59228,0.2613,0.84562,0.0009415,0.0009415,0.0009415
185,14704.3,0.14264,0.10477,0.75909,0.97827,0.95519,0.98544,0.85372,0.59213,0.2612,0.84564,0.000892,0.000892,0.000892
186,14783.4,0.14081,0.1031,0.7588,0.97799,0.95518,0.98536,0.85375,0.59247,0.26171,0.84567,0.0008425,0.0008425,0.0008425
187,14862,0.1387,0.10211,0.75875,0.97799,0.95497,0.98532,0.85404,0.59227,0.26165,0.8457,0.000793,0.000793,0.000793
188,14940.6,0.13561,0.1,0.75792,0.97804,0.95485,0.98538,0.85402,0.5917,0.26187,0.84573,0.0007435,0.0007435,0.0007435
189,15019.2,0.13411,0.09867,0.75808,0.97843,0.95422,0.98539,0.85392,0.59175,0.26235,0.84579,0.000694,0.000694,0.000694
190,15097.6,0.13242,0.09724,0.75802,0.97859,0.9543,0.98526,0.85398,0.59168,0.26258,0.84588,0.0006445,0.0006445,0.0006445
191,15176.5,0.13012,0.09654,0.75741,0.97851,0.95414,0.98525,0.85395,0.59139,0.26269,0.84595,0.000595,0.000595,0.000595
192,15255.2,0.12927,0.0951,0.75684,0.97821,0.95363,0.98514,0.85394,0.59146,0.26278,0.84599,0.0005455,0.0005455,0.0005455
193,15334.5,0.12747,0.09441,0.75717,0.97906,0.9539,0.98523,0.85417,0.59147,0.26306,0.84616,0.000496,0.000496,0.000496
194,15412.8,0.12636,0.09337,0.75672,0.97908,0.95348,0.98523,0.85404,0.5915,0.26333,0.84618,0.0004465,0.0004465,0.0004465
195,15491.7,0.12397,0.09159,0.75651,0.97937,0.95353,0.98524,0.85431,0.59125,0.26308,0.84624,0.000397,0.000397,0.000397
196,15570.2,0.1233,0.09102,0.75719,0.97943,0.95359,0.98527,0.85393,0.59157,0.26356,0.84629,0.0003475,0.0003475,0.0003475
197,15649.3,0.1225,0.09006,0.7569,0.97932,0.95396,0.98514,0.85414,0.59125,0.26335,0.8464,0.000298,0.000298,0.000298
198,15727.7,0.12077,0.08879,0.75613,0.97946,0.95387,0.98513,0.85421,0.59087,0.26342,0.84642,0.0002485,0.0002485,0.0002485
199,15806.1,0.11948,0.08806,0.75593,0.97946,0.95402,0.98513,0.85416,0.59047,0.26347,0.84652,0.000199,0.000199,0.000199
200,15885.2,0.11894,0.08751,0.75595,0.97953,0.95383,0.98515,0.85398,0.59021,0.26363,0.84653,0.0001495,0.0001495,0.0001495
