epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,7239.82,0.45165,0.29265,0.86556,0.97255,0.95339,0.98418,0.84308,0.62009,0.2731,0.8531,0.005545,0.005545,0.005545
92,7318.92,0.44533,0.29026,0.86174,0.97374,0.95225,0.98458,0.8428,0.61713,0.27389,0.85166,0.0054955,0.0054955,0.0054955
93,7397.58,0.44526,0.29098,0.86337,0.97271,0.956,0.98408,0.84263,0.61461,0.27315,0.85134,0.005446,0.005446,0.005446
94,7477.14,0.44034,0.28662,0.86469,0.97011,0.95551,0.98355,0.84298,0.61317,0.27213,0.84986,0.0053965,0.0053965,0.0053965
95,7555.98,0.44501,0.28866,0.86295,0.97251,0.95324,0.98461,0.84375,0.61243,0.27163,0.84859,0.005347,0.005347,0.005347
96,7637.31,0.4391,0.28706,0.86099,0.9718,0.95542,0.98498,0.84507,0.61225,0.27055,0.84759,0.0052975,0.0052975,0.0052975
97,7719.85,0.43476,0.28349,0.85906,0.97274,0.95492,0.98504,0.84526,0.6128,0.26939,0.84838,0.005248,0.005248,0.005248
98,7800.22,0.43792,0.28627,0.86216,0.96872,0.9564,0.98508,0.84444,0.61135,0.26906,0.84974,0.0051985,0.0051985,0.0051985
99,7879.45,0.42933,0.28037,0.85516,0.97097,0.9543,0.98552,0.84415,0.61227,0.26962,0.84915,0.005149,0.005149,0.005149
100,7961.4,0.43709,0.28295,0.86061,0.96927,0.95367,0.98543,0.84495,0.61193,0.26982,0.84901,0.0050995,0.0050995,0.0050995
101,8041.59,0.43233,0.28045,0.85893,0.96944,0.9559,0.98564,0.8448,0.6116,0.26911,0.84889,0.00505,0.00505,0.00505
102,8120.65,0.43322,0.28179,0.85716,0.97159,0.95572,0.98576,0.84561,0.61108,0.26856,0.84854,0.0050005,0.0050005,0.0050005
103,8199.93,0.42541,0.27678,0.85811,0.97194,0.95566,0.98567,0.84733,0.60921,0.26636,0.84769,0.004951,0.004951,0.004951
104,8280.93,0.42811,0.27943,0.8595,0.97222,0.95679,0.98577,0.84749,0.60847,0.2662,0.84762,0.0049015,0.0049015,0.0049015
105,8360.43,0.42445,0.27717,0.85597,0.9718,0.956,0.98528,0.84656,0.60751,0.2662,0.84691,0.004852,0.004852,0.004852
106,8440.06,0.42468,0.27853,0.85799,0.97318,0.95502,0.98565,0.84767,0.60792,0.26601,0.84732,0.0048025,0.0048025,0.0048025
