epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,14631.8,0.14299,0.10588,0.75914,0.98461,0.94122,0.98301,0.85236,0.59257,0.25759,0.84609,0.0009415,0.0009415,0.0009415
185,14711.2,0.14113,0.10484,0.75915,0.984,0.94123,0.98301,0.85242,0.59275,0.25785,0.84617,0.000892,0.000892,0.000892
186,14790.8,0.13943,0.10349,0.75887,0.98383,0.94199,0.98303,0.85244,0.59248,0.258,0.8462,0.0008425,0.0008425,0.0008425
187,14869.9,0.13825,0.10271,0.7588,0.98367,0.94219,0.98308,0.85246,0.59259,0.25812,0.84629,0.000793,0.000793,0.000793
188,14949.4,0.13548,0.10088,0.75801,0.98357,0.94181,0.983,0.85211,0.59294,0.25844,0.8463,0.0007435,0.0007435,0.0007435
189,15028.9,0.13413,0.09951,0.75815,0.98344,0.94217,0.98291,0.85228,0.59301,0.25881,0.84637,0.000694,0.000694,0.000694
190,15108.8,0.13272,0.09856,0.75814,0.98285,0.94193,0.98297,0.85188,0.5929,0.25869,0.84642,0.0006445,0.0006445,0.0006445
191,15188.1,0.13014,0.09699,0.75747,0.98315,0.9419,0.9829,0.85211,0.59301,0.25899,0.84645,0.000595,0.000595,0.000595
192,15267.8,0.12891,0.09554,0.75685,0.98293,0.94169,0.9829,0.85196,0.59318,0.25912,0.84654,0.0005455,0.0005455,0.0005455
193,15346.9,0.12723,0.09404,0.75721,0.98334,0.94107,0.98283,0.8522,0.59327,0.25956,0.84656,0.000496,0.000496,0.000496
194,15426.6,0.12603,0.09316,0.75681,0.98357,0.94097,0.98284,0.85212,0.59336,0.25963,0.84663,0.0004465,0.0004465,0.0004465
195,15506.2,0.12377,0.0918,0.75654,0.98368,0.94093,0.98283,0.85199,0.59355,0.25991,0.84668,0.000397,0.000397,0.000397
196,15585.5,0.12313,0.09081,0.75723,0.98319,0.94065,0.98283,0.85229,0.59358,0.2602,0.84676,0.0003475,0.0003475,0.0003475
197,15664.3,0.12141,0.09012,0.75689,0.98325,0.94065,0.98283,0.85197,0.59382,0.26032,0.84678,0.000298,0.000298,0.000298
198,15743.3,0.12076,0.08951,0.75619,0.983,0.94081,0.98283,0.85234,0.59307,0.26011,0.84681,0.0002485,0.0002485,0.0002485
199,15823.4,0.11899,0.08858,0.756,0.98406,0.93987,0.98292,0.85244,0.59305,0.26043,0.84685,0.000199,0.000199,0.000199
200,15902.4,0.11837,0.08777,0.75597,0.98512,0.93922,0.98283,0.85228,0.59331,0.26034,0.84688,0.0001495,0.0001495,0.0001495
