epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,6497.8,0.40319,0.26192,0.85181,0.98265,0.95064,0.98483,0.85725,0.57057,0.25016,0.83861,0.006634,0.006634,0.006634
70,6591.85,0.39593,0.26096,0.8465,0.98041,0.95319,0.98554,0.85739,0.57259,0.24764,0.84016,0.0065845,0.0065845,0.0065845
71,6686.27,0.40007,0.26018,0.85122,0.98094,0.95028,0.98572,0.85691,0.56879,0.24796,0.83889,0.006535,0.006535,0.006535
72,6780.48,0.39393,0.25743,0.84574,0.98051,0.95587,0.9854,0.85836,0.56992,0.24589,0.83724,0.0064855,0.0064855,0.0064855
73,6874.1,0.39819,0.25985,0.84886,0.97895,0.95605,0.98684,0.85844,0.57058,0.2459,0.83884,0.006436,0.006436,0.006436
74,6968.21,0.39328,0.25809,0.84457,0.97775,0.95285,0.98612,0.85935,0.56865,0.24706,0.83826,0.0063865,0.0063865,0.0063865
75,7062.64,0.3893,0.25325,0.84584,0.98044,0.95092,0.98577,0.85898,0.56387,0.24898,0.83755,0.006337,0.006337,0.006337
76,7157.09,0.38761,0.25618,0.84553,0.9824,0.94936,0.98531,0.85875,0.56609,0.24767,0.83691,0.0062875,0.0062875,0.0062875
77,7251.43,0.38803,0.2533,0.84527,0.97795,0.95585,0.98574,0.85845,0.56408,0.2476,0.83653,0.006238,0.006238,0.006238
78,7345.29,0.37811,0.2489,0.84044,0.98083,0.95166,0.98515,0.85966,0.56204,0.24548,0.83983,0.0061885,0.0061885,0.0061885
79,7439.23,0.38522,0.24975,0.8437,0.97788,0.95385,0.98557,0.8615,0.56017,0.24587,0.83874,0.006139,0.006139,0.006139
80,7533.1,0.37904,0.24832,0.84364,0.97773,0.95406,0.98587,0.86066,0.56293,0.24462,0.83854,0.0060895,0.0060895,0.0060895
81,7627.16,0.37933,0.24711,0.84198,0.97606,0.9544,0.98599,0.85881,0.56328,0.24521,0.8386,0.00604,0.00604,0.00604
82,7721.21,0.37636,0.24637,0.84258,0.97712,0.95469,0.98578,0.86078,0.56412,0.24405,0.83882,0.0059905,0.0059905,0.0059905
83,7815.48,0.37777,0.24874,0.84338,0.98018,0.95269,0.9861,0.86087,0.56465,0.24358,0.83969,0.005941,0.005941,0.005941
84,7909.27,0.37722,0.24757,0.84194,0.98005,0.95315,0.98601,0.86145,0.56328,0.243,0.83889,0.0058915,0.0058915,0.0058915
85,8003.13,0.37442,0.24353,0.83982,0.98339,0.95073,0.98606,0.86272,0.5609,0.24263,0.83872,0.005842,0.005842,0.005842
86,8097.34,0.37091,0.24206,0.83896,0.98106,0.95436,0.98601,0.86367,0.55997,0.24133,0.8378,0.0057925,0.0057925,0.0057925
87,8191.24,0.36504,0.24203,0.83703,0.97951,0.95414,0.98584,0.8641,0.55992,0.24018,0.8392,0.005743,0.005743,0.005743
88,8284.99,0.368,0.242,0.83799,0.98284,0.9507,0.98556,0.86428,0.55822,0.24198,0.8393,0.0056935,0.0056935,0.0056935
89,8378.68,0.36656,0.23927,0.83806,0.98357,0.94959,0.98483,0.86568,0.55545,0.24146,0.83839,0.005644,0.005644,0.005644
90,8472.97,0.36705,0.24112,0.83935,0.98106,0.95126,0.98493,0.86428,0.55518,0.24003,0.83775,0.0055945,0.0055945,0.0055945
91,8567.44,0.36659,0.24068,0.83934,0.97982,0.95271,0.98582,0.86443,0.5559,0.24092,0.83916,0.005545,0.005545,0.005545
92,8661.85,0.3641,0.23708,0.83681,0.98139,0.95279,0.98548,0.86398,0.55619,0.23945,0.83839,0.0054955,0.0054955,0.0054955
93,8755.75,0.35981,0.23703,0.83602,0.98255,0.95291,0.98599,0.86486,0.55423,0.24001,0.83755,0.005446,0.005446,0.005446
94,8849.88,0.35854,0.23623,0.8376,0.98183,0.9512,0.98546,0.86473,0.55395,0.23862,0.83631,0.0053965,0.0053965,0.0053965
95,8944.13,0.36155,0.23722,0.83657,0.98182,0.95212,0.98551,0.86541,0.55267,0.23784,0.83693,0.005347,0.005347,0.005347
96,9038.09,0.35616,0.23573,0.83401,0.98183,0.95128,0.98579,0.86501,0.55198,0.23702,0.83656,0.0052975,0.0052975,0.0052975
97,9131.87,0.3492,0.23151,0.83187,0.97974,0.95339,0.98597,0.86432,0.55216,0.23718,0.8372,0.005248,0.005248,0.005248
98,9226.08,0.35336,0.23262,0.83528,0.98072,0.95295,0.98552,0.8637,0.55044,0.23586,0.83733,0.0051985,0.0051985,0.0051985
99,9319.96,0.34514,0.22844,0.82956,0.98146,0.95177,0.98558,0.86434,0.55014,0.23596,0.83679,0.005149,0.005149,0.005149
100,9413.77,0.35283,0.23068,0.83386,0.98252,0.95109,0.98587,0.86464,0.5521,0.23615,0.83747,0.0050995,0.0050995,0.0050995
101,9507.89,0.34692,0.22801,0.83257,0.98326,0.95048,0.98578,0.86542,0.55161,0.23742,0.83749,0.00505,0.00505,0.00505
102,9602.45,0.34922,0.23058,0.83042,0.98127,0.95098,0.98543,0.86414,0.55032,0.23698,0.83731,0.0050005,0.0050005,0.0050005
103,9696.65,0.34084,0.22588,0.8301,0.9799,0.95307,0.98575,0.86437,0.55288,0.23713,0.83767,0.004951,0.004951,0.004951
104,9790.5,0.34329,0.22663,0.83206,0.97957,0.95247,0.98546,0.86419,0.55277,0.23614,0.83704,0.0049015,0.0049015,0.0049015
105,9884.48,0.34086,0.22667,0.83001,0.97981,0.95197,0.98517,0.86371,0.55385,0.23633,0.83738,0.004852,0.004852,0.004852
106,9978.84,0.34314,0.22567,0.83238,0.97978,0.95247,0.985,0.86354,0.55333,0.23575,0.83739,0.0048025,0.0048025,0.0048025
107,10073.4,0.34038,0.22394,0.83092,0.97954,0.95229,0.98503,0.86395,0.55296,0.23618,0.83771,0.004753,0.004753,0.004753
108,10167.1,0.33618,0.21994,0.82942,0.9805,0.95063,0.98582,0.8648,0.5527,0.23656,0.83763,0.0047035,0.0047035,0.0047035
109,10261,0.33547,0.22167,0.82961,0.98093,0.95087,0.98611,0.86533,0.55095,0.2361,0.83735,0.004654,0.004654,0.004654
110,10354.9,0.33269,0.22162,0.82713,0.9794,0.95095,0.98525,0.86613,0.55149,0.23546,0.83769,0.0046045,0.0046045,0.0046045
111,10448.5,0.33793,0.22243,0.83022,0.97817,0.95168,0.98517,0.86616,0.55052,0.23519,0.83762,0.004555,0.004555,0.004555
112,10542.5,0.3385,0.22397,0.83207,0.97768,0.95392,0.98523,0.86683,0.54999,0.23506,0.83733,0.0045055,0.0045055,0.0045055
113,10636.7,0.33301,0.21974,0.82867,0.97738,0.95182,0.9852,0.86687,0.54937,0.23395,0.8369,0.004456,0.004456,0.004456
114,10730.9,0.33314,0.21816,0.83,0.97894,0.95255,0.98574,0.86715,0.54864,0.23424,0.83662,0.0044065,0.0044065,0.0044065
115,10824.7,0.32817,0.21669,0.82495,0.97954,0.95177,0.98584,0.86701,0.54902,0.23394,0.8367,0.004357,0.004357,0.004357
116,10918.3,0.32767,0.21639,0.82861,0.98005,0.95035,0.98555,0.86655,0.54813,0.23368,0.83623,0.0043075,0.0043075,0.0043075
117,11012.7,0.32184,0.21515,0.82665,0.97909,0.95005,0.98534,0.86662,0.5479,0.23358,0.83629,0.004258,0.004258,0.004258
118,11107,0.32407,0.2139,0.82582,0.97871,0.95121,0.985,0.86634,0.54787,0.23355,0.83625,0.0042085,0.0042085,0.0042085
119,11201,0.32216,0.21205,0.82439,0.98024,0.95212,0.98523,0.86653,0.54803,0.23344,0.83595,0.004159,0.004159,0.004159
120,11294.8,0.32494,0.21655,0.82624,0.98193,0.95093,0.98465,0.86642,0.54815,0.23359,0.83603,0.0041095,0.0041095,0.0041095
121,11389.1,0.32192,0.21336,0.82707,0.98192,0.95066,0.98423,0.86648,0.5481,0.23383,0.8359,0.00406,0.00406,0.00406
122,11483.6,0.31835,0.21177,0.82397,0.98233,0.95062,0.98425,0.86694,0.548,0.23437,0.83548,0.0040105,0.0040105,0.0040105
123,11577.8,0.32045,0.21078,0.82483,0.98239,0.9507,0.98409,0.8666,0.54803,0.23428,0.8353,0.003961,0.003961,0.003961
124,11671.6,0.31594,0.20802,0.82289,0.98212,0.95076,0.98411,0.86637,0.54845,0.23439,0.83517,0.0039115,0.0039115,0.0039115
125,11765.6,0.31442,0.2097,0.82466,0.9815,0.95079,0.98412,0.86585,0.54794,0.23365,0.83503,0.003862,0.003862,0.003862
126,11859.2,0.31134,0.21008,0.8207,0.98137,0.95074,0.98417,0.86639,0.54818,0.23242,0.83491,0.0038125,0.0038125,0.0038125
127,11953,0.30967,0.20652,0.82094,0.98184,0.94992,0.98422,0.86673,0.54757,0.23234,0.83489,0.003763,0.003763,0.003763
128,12047.2,0.30645,0.20427,0.8191,0.98217,0.95047,0.98418,0.86598,0.54723,0.23188,0.83476,0.0037135,0.0037135,0.0037135
129,12141.1,0.30969,0.20557,0.82103,0.9825,0.9502,0.98404,0.8661,0.54688,0.2322,0.83457,0.003664,0.003664,0.003664
130,12234.7,0.30623,0.20425,0.82241,0.98263,0.95013,0.98392,0.86593,0.54659,0.23191,0.83475,0.0036145,0.0036145,0.0036145
131,12328.4,0.30997,0.20372,0.8197,0.98265,0.95019,0.98385,0.86592,0.5461,0.23177,0.8348,0.003565,0.003565,0.003565
132,12422.6,0.30302,0.20228,0.82003,0.98235,0.95084,0.98382,0.86642,0.54597,0.23152,0.83496,0.0035155,0.0035155,0.0035155
133,12516.5,0.29934,0.20076,0.81877,0.98221,0.95093,0.98384,0.8666,0.54613,0.23112,0.83512,0.003466,0.003466,0.003466
134,12610.1,0.29751,0.20012,0.8171,0.98232,0.95107,0.98386,0.86656,0.54611,0.23107,0.83516,0.0034165,0.0034165,0.0034165
135,12703.9,0.30288,0.20167,0.81982,0.9823,0.95144,0.98399,0.86662,0.5454,0.23109,0.83525,0.003367,0.003367,0.003367
136,12798.3,0.29587,0.19748,0.81744,0.98289,0.95175,0.9841,0.86682,0.546,0.23094,0.83527,0.0033175,0.0033175,0.0033175
137,12892.9,0.29563,0.19821,0.81953,0.98317,0.95228,0.98417,0.86708,0.54593,0.23132,0.83529,0.003268,0.003268,0.003268
138,12987.3,0.29848,0.19995,0.82104,0.98333,0.95209,0.98418,0.86699,0.54559,0.23079,0.83539,0.0032185,0.0032185,0.0032185
139,13081.1,0.29222,0.19635,0.81771,0.98329,0.95185,0.98401,0.86675,0.54568,0.23103,0.83547,0.003169,0.003169,0.003169
140,13175.1,0.29038,0.1952,0.81655,0.98312,0.95163,0.98415,0.86681,0.54578,0.23119,0.83562,0.0031195,0.0031195,0.0031195
141,13268.8,0.2911,0.195,0.81673,0.9832,0.95104,0.98405,0.86756,0.54511,0.23092,0.83578,0.00307,0.00307,0.00307
142,13362.6,0.29013,0.19343,0.8176,0.9832,0.9505,0.98414,0.8673,0.54465,0.2308,0.83572,0.0030205,0.0030205,0.0030205
143,13456.8,0.29143,0.19343,0.81554,0.98349,0.95012,0.98409,0.86731,0.54461,0.23052,0.83562,0.002971,0.002971,0.002971
144,13550.9,0.28048,0.18823,0.81306,0.983,0.95041,0.98415,0.86743,0.54424,0.23043,0.83557,0.0029215,0.0029215,0.0029215
145,13644.8,0.28467,0.19338,0.81591,0.98265,0.95071,0.98408,0.86769,0.54417,0.23029,0.83556,0.002872,0.002872,0.002872
146,13738.2,0.28253,0.1913,0.81452,0.98299,0.95038,0.98406,0.86724,0.54425,0.23037,0.83555,0.0028225,0.0028225,0.0028225
147,13832.4,0.28416,0.18975,0.81503,0.98283,0.95047,0.98404,0.8672,0.54411,0.2303,0.83555,0.002773,0.002773,0.002773
148,13926.5,0.27844,0.18689,0.8147,0.98386,0.94997,0.98383,0.86727,0.54413,0.23063,0.83554,0.0027235,0.0027235,0.0027235
149,14020.2,0.27796,0.18699,0.81423,0.9834,0.95039,0.98385,0.86697,0.54412,0.23077,0.83548,0.002674,0.002674,0.002674
150,14114,0.28056,0.1896,0.81488,0.9831,0.95004,0.98375,0.86683,0.54437,0.23091,0.83548,0.0026245,0.0026245,0.0026245
151,14207.8,0.27677,0.18724,0.80975,0.98309,0.95015,0.98375,0.86689,0.54403,0.23092,0.83561,0.002575,0.002575,0.002575
152,14302.2,0.27628,0.18505,0.81137,0.98298,0.9503,0.98377,0.86691,0.54422,0.23067,0.83582,0.0025255,0.0025255,0.0025255
153,14396.6,0.271,0.18309,0.81125,0.98317,0.95063,0.98378,0.8666,0.54416,0.23099,0.8358,0.002476,0.002476,0.002476
154,14490.2,0.27643,0.18522,0.81306,0.98316,0.95039,0.98377,0.86684,0.5442,0.23112,0.83586,0.0024265,0.0024265,0.0024265
155,14584.1,0.27056,0.18222,0.81065,0.98326,0.95038,0.98377,0.86693,0.5443,0.23123,0.83583,0.002377,0.002377,0.002377
156,14678.1,0.26805,0.18195,0.81107,0.98346,0.95025,0.98364,0.86665,0.54421,0.23122,0.8358,0.0023275,0.0023275,0.0023275
157,14772.1,0.26573,0.17995,0.80771,0.98332,0.95029,0.98363,0.86688,0.54373,0.23124,0.83583,0.002278,0.002278,0.002278
158,14866.3,0.26566,0.17781,0.81001,0.98334,0.95008,0.98353,0.86677,0.54366,0.23129,0.8359,0.0022285,0.0022285,0.0022285
159,14960.2,0.26271,0.17665,0.80899,0.98326,0.94998,0.98347,0.86705,0.544,0.23166,0.8359,0.002179,0.002179,0.002179
160,15054.3,0.26503,0.17755,0.80939,0.98337,0.95003,0.98334,0.86662,0.54349,0.23169,0.83604,0.0021295,0.0021295,0.0021295
161,15177.1,0.20356,0.14016,0.76779,0.98303,0.94983,0.98349,0.86689,0.54335,0.23159,0.83603,0.00208,0.00208,0.00208
162,15272.1,0.18813,0.13212,0.76506,0.98326,0.9499,0.98343,0.86694,0.5431,0.23186,0.83608,0.0020305,0.0020305,0.0020305
163,15366.9,0.17927,0.127,0.76406,0.98322,0.94991,0.98335,0.86646,0.54356,0.23221,0.83608,0.001981,0.001981,0.001981
164,15461.5,0.17252,0.12317,0.7628,0.98344,0.94974,0.98329,0.86675,0.54329,0.23209,0.83614,0.0019315,0.0019315,0.0019315
165,15556,0.16549,0.11937,0.76174,0.98349,0.94974,0.98336,0.86674,0.54328,0.23185,0.83621,0.001882,0.001882,0.001882
166,15650.8,0.16223,0.11657,0.76099,0.98322,0.94968,0.98334,0.86686,0.5428,0.23184,0.83615,0.0018325,0.0018325,0.0018325
167,15745.4,0.15876,0.11403,0.76078,0.98327,0.94973,0.98333,0.86685,0.54285,0.23202,0.83619,0.001783,0.001783,0.001783
168,15840.7,0.15569,0.11226,0.76043,0.98348,0.94976,0.98328,0.86705,0.5431,0.23205,0.83619,0.0017335,0.0017335,0.0017335
169,15935.5,0.15243,0.11076,0.7599,0.9834,0.94961,0.98327,0.8669,0.54272,0.23213,0.83627,0.001684,0.001684,0.001684
170,16030.1,0.15149,0.11043,0.7589,0.98332,0.94948,0.98326,0.86674,0.54279,0.23213,0.83636,0.0016345,0.0016345,0.0016345
171,16124.4,0.14771,0.10751,0.75857,0.98327,0.94932,0.98327,0.86714,0.54278,0.23248,0.83643,0.001585,0.001585,0.001585
172,16218.1,0.14539,0.10607,0.75897,0.98364,0.94932,0.98334,0.86744,0.54269,0.23271,0.83656,0.0015355,0.0015355,0.0015355
173,16312,0.14174,0.10391,0.75825,0.98355,0.94899,0.9833,0.86728,0.543,0.23293,0.83661,0.001486,0.001486,0.001486
174,16406.5,0.14098,0.10288,0.7575,0.98306,0.94869,0.98315,0.86743,0.54303,0.23332,0.83669,0.0014365,0.0014365,0.0014365
175,16500.8,0.13866,0.1023,0.75762,0.98302,0.94869,0.9832,0.86782,0.54322,0.23307,0.83673,0.001387,0.001387,0.001387
176,16594.7,0.13658,0.10008,0.75673,0.9829,0.94865,0.98318,0.8675,0.54305,0.23324,0.83675,0.0013375,0.0013375,0.0013375
177,16688.7,0.13399,0.09838,0.75704,0.98328,0.94882,0.98313,0.86725,0.5433,0.23327,0.83681,0.001288,0.001288,0.001288
178,16783.2,0.13315,0.09704,0.7568,0.98336,0.94878,0.98313,0.86752,0.54325,0.23359,0.83681,0.0012385,0.0012385,0.0012385
179,16877.7,0.12934,0.09485,0.75627,0.98365,0.9488,0.98307,0.86735,0.54339,0.23322,0.83684,0.001189,0.001189,0.001189
180,16971.9,0.12873,0.09394,0.75653,0.98377,0.94857,0.98309,0.86761,0.54352,0.2335,0.83681,0.0011395,0.0011395,0.0011395
181,17066.4,0.12696,0.09331,0.75579,0.9836,0.94846,0.98302,0.86756,0.54373,0.23385,0.83689,0.00109,0.00109,0.00109
182,17160.8,0.12507,0.09149,0.75512,0.98361,0.94834,0.98286,0.86771,0.54376,0.23345,0.83698,0.0010405,0.0010405,0.0010405
183,17254.8,0.1237,0.09043,0.75531,0.98343,0.94823,0.9826,0.86739,0.54383,0.23377,0.83703,0.000991,0.000991,0.000991
184,17349.2,0.12215,0.08938,0.75537,0.98347,0.94819,0.98253,0.86743,0.54365,0.23394,0.83711,0.0009415,0.0009415,0.0009415
185,17443.3,0.12155,0.08933,0.75554,0.9835,0.94831,0.98244,0.86739,0.54388,0.23435,0.8371,0.000892,0.000892,0.000892
186,17537.4,0.11991,0.08828,0.75546,0.98342,0.94835,0.98231,0.86711,0.54384,0.23456,0.83714,0.0008425,0.0008425,0.0008425
